date	importe	actividad	centro	quien
24/02/16	3488741.77	CERTIFICACIÓN 13/15. OCTUBRE 2015. SERVICIO TRANSPORTE URBANO DE VIAJEROS POR AUTOBÚS EN ZARAGOZA. AUZSA.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
05/09/16	3368166.91	CERTIFICACIÓN 3/2016. 1 ABRIL A 30 JUNIO 2016. LÍNEA 1 TRANVÍA	SERVICIO DE MOVILIDAD URBANA	SDAD-ECONOMIA-MIXTA-TRANV-ZGZ-SA
10/04/17	3224198.12	PARCIAL-CERTIFICACIÓN 101-SEPTIEMBRE 2016- LIMPIEZA, RECOGIDA Y TRANSPORTE DE RESIDUOS URBANOS DE ZARAGOZA	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	FCC-SA
30/09/16	3208899.67	CERTIFICACIÓN 06/16. JUNIO 2016. SERV. PÚBLICO TRANSP. URBANO DE VIAJEROS POR AUTOBUS. AUZSA. SUBVENCIÓN	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
30/12/16	2986315.61	CERTIFICACIÓN 10/16. SEPTIEMBRE 2016. SERVICIO PÚBLICO TRANSPORTE URBANO POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
02/12/16	2888178.57	CERTIFICACIÓN 09/16. AGOSTO 2016. SERV. PÚBLICO TRANSP. URBANO POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
27/05/16	2844613.19	Suministro de agua del Sistema Yesa-Sora-Bardenas 1/9/15 al 29/2/16	CICLO INTEGRAL DEL AGUA	AGUAS-DE-LAS CUENCAS DE ESPAÑA, S.A.
24/08/16	2812588.2	CERTIFICACIÓN 05/16. MAYO 2016. SERV. PÚBLICO TRANSP. URBANO DE VIAJEROS POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
26/07/16	2774075.9	CERTIFICACIÓN 04/16. ABRIL 2016. SERV. PÚBLICO TRANSP. URBANO DE VIAJEROS POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
30/12/16	2740643.38	Suministro de agua del Sistema Yesa-Sora-Bardenas 1/3/16 al 31/8/16	CICLO INTEGRAL DEL AGUA	AGUAS-DE-LAS CUENCAS DE ESPAÑA, S.A.
28/10/16	2621516.25	CERTIFICACIÓN 08/16. JULIO 2016. SERV. PÚBLICO TRANSPORTE URBANO POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
07/06/16	2564737.05	CERTIFICACIÓN 2/2016. 1 ENERO A 31 MARZO 2016. LÍNEA 1 TRANVÍA.	SERVICIO DE MOVILIDAD URBANA	SDAD-ECONOMIA-MIXTA-TRANV-ZGZ-SA
23/11/16	2519794.42	CERTIFICACION Nº 100 - AGOSTO 2016 - LIMPIEZA, RECOGIDA Y TRANSPORTE DE RESIDUOS URBANOS DE ZARAGOZA	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	FCC-SA
11/03/16	2293879.5	CERTIFICACIÓN 14/15. NOVIEMBRE 2015. SERVICIO PÚBLICO TRANSPORTE URBANO DE VIAJEROS POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
06/05/16	2230495.19	SUMINISTROS ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
28/11/16	2214715.26	CERTIFICACIÓN 4/2016. 1 JULIO A 30 SEPTIEMBRE 2016. LÍNEA 1 TRANVÍA.	SERVICIO DE MOVILIDAD URBANA	SDAD-ECONOMIA-MIXTA-TRANV-ZGZ-SA
30/06/16	2198145.46	CERTIFICACIÓN 03/16. MARZO 2016. SERV. PÚBLICO TRANSP. URBANO DE VIAJEROS POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
17/01/17	2000000	Revisión precios Factura Electrónica: SM1670/1006427	SERVICIO ADMINISTRATIVO DE ECONOMIA	FCC-SA
07/06/16	1973093.71	CERTIFICACIÓN 02/16. FEBRERO 2016. SERVICIO PÚBLICO TRANSPORTE URBANO DE VIAJEROS POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
28/01/16	1654536.7	CERTIFICACIÓN 12/15. SEPTIEMBRE 2015. SERVICIO TRANSPORTE URBANO DE VIAJEROS POR AUTOBÚS EN ZARAGOZA. AUZSA.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
20/04/16	1652275.37	CERTIFICACIÓN 15/15. DICIEMBRE 2015. SERVICIO PÚBLICO TRANSPORTE URBANO DE VIAJEROS POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
10/01/17	1652215.09	CERTIFICACIÓN 11/16. OCTUBRE 2016. SERVICIO PÚBLICO DE TRANSPORTE DE VIAJEROS POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
14/10/16	1631721.18	CERTIFICACIÓN DE AJUSTES POR INVERSIÓN AÑO 2014. AUZSA.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
24/02/17	1619527.8	SUMINISTROS DE ELECTRICIDAD NOVIEMBRE	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
30/12/16	1615601.97	SUMINISTROS DE ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
06/09/16	1615095.52	SUMINISTROS ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
15/07/16	1540689.16	SUMINISTROS ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
30/09/16	1486504.54	SUMINISTROS DE ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
31/08/16	1468419.37	SUMINISTRO ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
18/11/16	1432735.19	SUMINISTROS DE ELETRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
27/05/16	1402294.68	CERTIFICACIÓN 01/16. ENERO 2016. SERVICIO PÚBLICO TRANSPORTE URBANO DE VIAJEROS POR AUTOBÚS. AUZSA. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AVANZA ZARAGOZA S.A.U.
30/11/16	1302219.98	SUMINISTROS DE ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
24/02/16	1295030	SEGURO RESPONSABILIDAD CIVIL PÓLIZA Nº  003996781780 AÑO 2016	UNIDAD DE INVENTARIO Y GESTIÓN PATRIMONIAL	ZURICH INSURANCE PLC
22/08/16	1113049.97	CUOTA 2016 ARRENDAMIENTO CÉSPED ARTIFICIAL, EQUIPAMIENTO E INSTALACIONES TÉCNICAS PARA LOS CC.MM.FF.	SERVICIO DE INSTALACIONES DEPORTIVAS	MONDO-IBERICA-SA
16/02/17	1034970.27	CERTIFICACION Nº 100 - AGOSTO 2016 - LIMPIEZA, RECOGIDA Y TRANSPORTE DE RESIDUOS URBANOS DE ZARAGOZA	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	FCC-SA
08/04/16	1026800	PAGO A CUENTA 1º SEMESTRE 2016. SERV. TTE. VIAJEROS ZARAGOZA-CASETAS. SUBVENCIÓN.	SERVICIO DE MOVILIDAD URBANA	AGREDA-AUTOMOVIL-SA
30/12/16	1026800	PAGO A CUENTA 2º SEMESTRE 2016. SERVICIO TRANSPORTE VIAJEROS ZARAGOZA-CASETAS	SERVICIO DE MOVILIDAD URBANA	AGREDA-AUTOMOVIL-SA
10/05/16	1008770.2	SUMINISTROS ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
29/12/16	1004143	PARCIAL-CERTIFICACIÓN 101-SEPTIEMBRE 2016- LIMPIEZA, RECOGIDA Y TRANSPORTE DE RESIDUOS URBANOS DE ZARAGOZA	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	FCC-SA
18/11/16	919690.18	ABONO FACTURA EULEN S.A. CERTIFICACION SEPTIEMBRE 2016 LIMPIEZA MANTENIMIENTO COLEGIOS Y PABELLONES ADSCRITOS A ELLOS.	EQUIPAMIENTOS INSTALACIONES	EULEN-SA
08/04/16	902286.63	ABONO FACTURA EULEN S.A. CERTIFICACION FEBRERO 2016 LIMPIEZA  COLEGIOS PUBLICOS Y PABELLONES POLIDEPORTIVOS ADSCRITOS A ELLOS.	EQUIPAMIENTOS INSTALACIONES	EULEN-SA
05/09/16	898780.45	ABONO FACTURA EULEN S.A. CERTIFICACION MAYO 2016.SERVICIO LIMPIEZA COLEGIOS PUBLICOS Y PABELLONES POLIDEPORTIVOS ADSCRITOS A ELLOS.	EQUIPAMIENTOS INSTALACIONES	EULEN-SA
22/08/16	897309.89	ABONO FACTURA EULEN S.A. LIMPIEZA COLEGIOS AYUNTAMIENTO Y PABELLONES ADSCRITOS A ELLOS MES DE JUNIO DE 2016.	EQUIPAMIENTOS INSTALACIONES	EULEN-SA
08/04/16	868564.34	SUMINISTROS ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
30/12/16	868139.64	ABONO FACTURA  EULEN S.A. LIMPIEZA COLEGIOS OCTUBRE 2016	EQUIPAMIENTOS INSTALACIONES	EULEN-SA
07/09/16	863580.1	CERTIFICACIÓN Nº 90 - JUNIO 2016 - EXPLOTACIÓN COMPLEJO TRATAMIENTO RESIDUOS.	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	URBASER-SA-Y-VERTEDEROS-DE-RESID
29/07/16	863429.06	CERTIFICACIÓN Nº 89 - MAYO 2016 - EXPLOTACIÓN COMPLEJO TRATAMIENTO RESIDUOS	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	URBASER-SA-Y-VERTEDEROS-DE-RESID
13/06/16	857253.49	ABONO FACTURA EULEN S.A. LIMPIEZA MANTENIMIENTO COLEGIOS Y PABELLONES ADSCRITOS ABRIL 2016.	EQUIPAMIENTOS INSTALACIONES	EULEN-SA
28/06/16	848529.55	CERTIFICACIÓN Nº 88 - ABRIL 2016 - EXPLOTACIÓN COMPLEJO TRATAMIENTO RESIDUOS	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	URBASER-SA-Y-VERTEDEROS-DE-RESID
30/09/16	838945.38	CERTIFICACIÓN Nº 91 - JULIO 2016 - EXPLOTACIÓN COMPLEJO TRATAMIENTO RESIDUOS	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	URBASER-SA-Y-VERTEDEROS-DE-RESID
26/02/16	838090.92	CERTIFICACIÓN Nº 84 - DICIEMBRE 2015 - EXPLOTACIÓN COMPLEJO RESIDUOS URBANOS	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	URBASER-SA-Y-VERTEDEROS-DE-RESID
23/06/16	832144.61	CERTIFICACIÓN Nº 87 - MARZO 2016 - EXPLOTACIÓN COMPLEJO TRATAMIENTO RESIDUOS.	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	URBASER-SA-Y-VERTEDEROS-DE-RESID
08/04/16	829725.46	CERTIFICACIÓN Nº 85 - ENERO 2016 - EXPLOTACIÓN COMPLEJO DE RESIDUOS	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	URBASER-SA-Y-VERTEDEROS-DE-RESID
13/07/16	819651.64	Certificación nº 5. Contrato Zonas Verdes. Zona I	SERVICIO DE PARQUES Y JARDINES	FCC-SA
30/12/16	819651.64	CERTIFICACIÓN 8 (agosto 2016) CONSERVACIÓN ZONAS VERDES SECTOR I	SERVICIO DE PARQUES Y JARDINES	FCC-SA
14/10/16	819651.64	CERTIFICACION 7 (Julio 2016) Zonas Verdes (Sector I) FCC	SERVICIO DE PARQUES Y JARDINES	FCC-SA
13/01/17	819624.05	Certificación 10 (octubre) Zonas Verdes Sector I	SERVICIO DE PARQUES Y JARDINES	FCC-SA
30/12/16	819624.05	CERTIFICACIÓN 9 (septiembre 2016) CONSERVACIÓN ZONAS VERDES SECTOR I	SERVICIO DE PARQUES Y JARDINES	FCC-SA
13/07/16	819514.15	Certificación nº 4/2016 (Abril). Contrato Zonas Verdes. Zona I FCC	SERVICIO DE PARQUES Y JARDINES	FCC-SA
13/07/16	819376.67	Certificación nº 1 (Enero). Contrato Zonas Verdes. FCC	SERVICIO DE PARQUES Y JARDINES	FCC-SA
13/07/16	819376.67	Certificación nº3/2016 (Marzo) Contrato Zonas Verdes. Zona I FCC	SERVICIO DE PARQUES Y JARDINES	FCC-SA
13/07/16	819376.67	Certificación nº 2/2016 (Febrero). Contrato Zonas Verdes. Zona I. FCC	SERVICIO DE PARQUES Y JARDINES	FCC-SA
19/05/16	818167.06	CERTIFICACIÓN Nº 86 - FEBRERO 2016 - EXPLOTACIÓN COMPLEJO TRATAMIENTO RESIDUOS.	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	URBASER-SA-Y-VERTEDEROS-DE-RESID
14/10/16	808761.64	CERTIFICACIÓN 6 (JUNIO) 2016  ZONAS VERDES (Sector I)  FCC	SERVICIO DE PARQUES Y JARDINES	FCC-SA
22/02/17	799388.6	CERTIFICACIÓN Nº 93 - SEPTIEMBRE 2016 - EXPLOTACIÓN COMPLEJO TRATAMIENTO RESIDUOS	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	URBASER-SA-Y-VERTEDEROS-DE-RESID
05/05/16	788234.32	SUMINISTROS ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
09/05/16	734367.25	ABONO FACTURA EULEN S.A. CERTIFICACION MARZO 2016 Sº LIMPIEZA COLEGIOS PUBLICOS Y PABELLONES POLIDEPORTIVOS ADSCRITOS A ELLOS.	EQUIPAMIENTOS INSTALACIONES	EULEN-SA
06/05/16	732740.18	SUMINISTRO ELECTRICIDAD 2015	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
11/01/17	697879.59	ABONO FACTURA EULEN S.A. CERTIFICACION MES DE NOVIEMBRE 1/4 LIMPIEZA COLEGIOS PUBLICOS.	EQUIPAMIENTOS INSTALACIONES	EULEN-SA
13/01/17	697000	CERTIFICACION Nº 100 - AGOSTO 2016 - LIMPIEZA, RECOGIDA Y TRANSPORTE DE RESIDUOS URBANOS DE ZARAGOZA	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	FCC-SA
07/04/16	650066.78	FACTURA ELECTRONICA EULEN S.A. CERTIFICACION DICIEMBRE 2015 LIMIEZA MANTENIMIENTO COLEGIOS AYUNTAMIENTO	EQUIPAMIENTOS INSTALACIONES	EULEN-SA
07/04/16	613821.4	ABONO FACTURA EULEN S.A CERTIFICCION ENERO 2016 LIMPIEZA MANTENIMEINTO COLEGIOS AYUNTAMIENTO ZARAGOZA	EQUIPAMIENTOS INSTALACIONES	EULEN-SA
13/01/17	558045	Certificación 11 (noviembre 2016) PARCIAL - Zonas Verdes  Sector I	SERVICIO DE PARQUES Y JARDINES	FCC-SA
20/10/16	501991.55	RO PRESTACIONES DOMICILIARIAS ZONA II JUNIO	S. SOCIALES COMUNITARIOS	CLECE-SA
06/05/16	497961.53	SUMINISTROS ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
30/12/16	494027.58	RO PRESTACIONES DOMICILIARIAS ZONA II SEPTIEMBRE	S. SOCIALES COMUNITARIOS	CLECE-SA
30/12/16	492049.88	PARCIAL - CERTIFICACIÓN Nº 92 - AGOSTO 2016 - EXPLOTACIÓN COMLEJO TRATAMIENTO RESIDUOS.	SERVICIO TÉCNICO DE LIMPIEZA PÚBLICA Y GESTIÓN DE RESIDUOS	URBASER-SA-Y-VERTEDEROS-DE-RESID
17/01/17	485999.92	CERTIF. 3/2016. PERÍODO 1-7-16 A 7-11-16. MANTENIMIENTO Y CONSERVACIÓN DE LA SEÑALIZACIÓN HORIZONTAL Y VERTICAL DE LA RED VIARIA DEL TÉRMINO MUNICIPAL DE ZARAGOZA. AÑO 2016.	SERVICIO DE MOVILIDAD URBANA	API-MOVILIDAD-SA
29/12/16	485543.3	RO PRESTACIONES DOMICILIARIAS ZONA II AGOSTO	S. SOCIALES COMUNITARIOS	CLECE-SA
12/08/16	482697.88	RO PRESTACIONES DOMICILIARIAS ZONA II MAYO	S. SOCIALES COMUNITARIOS	CLECE-SA
14/07/16	481324.38	RO PRESTACIONES DOMICILIARIAS ZONA II ABRIL	S. SOCIALES COMUNITARIOS	CLECE-SA
14/07/16	478313.35	RO PRESTACIONES DOMICILIARIAS ZONA II MARZO	S. SOCIALES COMUNITARIOS	CLECE-SA
07/06/16	477229	RO PRESTACIONES DOMICILIARIAS ZONA II FEBRERO	S. SOCIALES COMUNITARIOS	CLECE-SA
20/10/16	473269.25	RO PRESTACIONES DOMICILIARIAS ZONA II JULIO	S. SOCIALES COMUNITARIOS	CLECE-SA
07/04/17	471394.63	RO SAD ZARAGOZA NOVIEMBRE ZONA II	S. SOCIALES COMUNITARIOS	CLECE-SA
08/04/16	466586.01	ABONO FACTURA MONCOBRA S.A. CERTIFIACION Nº 12 MES DE DICIEMBRE DE 2015, MANTENIMIENTO EDIFICIOS ADMINISTRATIVOS, SOCIALES Y CULT.	EQUIPAMIENTOS INSTALACIONES	MONCOBRA-SA
23/01/17	451689.51	RO PRESTACIONES DOMICILIARIAS ZONA II OCTUBRE	S. SOCIALES COMUNITARIOS	CLECE-SA
30/09/16	449653.4	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION JUNIO 2016 LIMPIEZA EDIFICIOS SOCIO CULTURAL.	EQUIPAMIENTOS INSTALACIONES	FERROSER SERVICIOS AUXILIARES S.A.
05/05/16	449239.66	RO PRESTACIONES DOMICILIARIAS DICIEMBRE 2015	S. SOCIALES COMUNITARIOS	CLECE-SA
11/03/16	447150.38	CERTIFICACION Nº 8 CONSERVACION Y MANTENIMENTO ALUMBRADO PUBLICO (CUOTA FIJA)	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	UTE ALUMBRADO ZARAGOZA
08/04/16	447114.18	CERTIFICACION Nº 1 CONSERVACION Y MANTENIMENTO ALUMBRADO PUBLICO (CUOTA FIJA)	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	UTE ALUMBRADO ZARAGOZA
01/06/16	445712.51	CERTIFICACION Nº 3 CONSERVACION Y MANTENIMENTO ALUMBRADO PUBLICO (CUOTA FIJA)	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	UTE ALUMBRADO ZARAGOZA
22/12/16	445143.17	ABONO FACTURA FERROSER CERTIFICACION SEPTIEMBRE 2016 LIMPIEZA SOCIO-CULTURAL	EQUIPAMIENTOS INSTALACIONES	FERROSER SERVICIOS AUXILIARES S.A.
31/08/16	444590.14	CERTIFICACION Nº 5 CONSERVACION Y MANTENIMIENTO ALUMBRADO PUBLICO (CUOTA FIJA)	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	UTE ALUMBRADO ZARAGOZA
31/08/16	444238.44	CERTIFICACION Nº 7 CONSERVACION Y MANTENIMIENTO ALUMBRADO PUBLICO (CUOTA FIJA)	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	UTE ALUMBRADO ZARAGOZA
29/07/16	444118.11	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION MAYO 2016 LIMPIEZA EDIFICIOS SOCIO CULTURAL.	EQUIPAMIENTOS INSTALACIONES	FERROSER SERVICIOS AUXILIARES S.A.
28/10/16	443860.88	CERTIFICACION Nº 8 CONSERVACION Y MANTENIMIENTO ALUMBRADO PUBLICO (CUOTA FIJA)	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	UTE ALUMBRADO ZARAGOZA
08/08/16	440617.18	SUMINISTRO ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
09/05/16	440080.25	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION MARZO 2016 Sº LIMPIEZA SOCIO CULTURAL	EQUIPAMIENTOS INSTALACIONES	FERROSER SERVICIOS AUXILIARES S.A.
01/06/16	439437.53	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. LIMPIEZA SOCIO CULTURAL MES DE ABRIL 1016.	EQUIPAMIENTOS INSTALACIONES	FERROSER SERVICIOS AUXILIARES S.A.
04/05/16	436290.23	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION FEBRERO 2016 Sº LIMPIEZA DEPENDENCIAS USO SOCIAL Y CULTURAL.	EQUIPAMIENTOS INSTALACIONES	FERROSER SERVICIOS AUXILIARES S.A.
04/07/16	431024.36	CERTIFICACION Nº 4 CONSERVACION Y MANTENIMENTO ALUMBRADO PUBLICO (CUOTA FIJA)	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	UTE ALUMBRADO ZARAGOZA
30/12/16	430880.5	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION NOVIEMBRE 2016 FACTURA 1 DE 2. LIMPIEZA SOCIO CULTURAL.	EQUIPAMIENTOS INSTALACIONES	FERROSER SERVICIOS AUXILIARES S.A.
20/10/16	430485.09	CERT. Nº 7/2016. JULIO 2016. CONSERVACION MATERIAL SEMAFORICO DE ZARAGOZA	SERVICIO DE MOVILIDAD URBANA	CERMA-ARRIAXA-SL
09/12/16	430018.28	CERTIFICACION Nº 9 CONSERVACION Y MANTENIMIENTO ALUMBRADO PUBLICO (CUOTA FIJA)	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	UTE ALUMBRADO ZARAGOZA
31/08/16	429938.2	CERTIFICACION Nº 6 CONSERVACION Y MANTENIMIENTO ALUMBRADO PUBLICO (CUOTA FIJA)	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	UTE ALUMBRADO ZARAGOZA
30/12/16	429125.87	ABONO FACTURA FERROSER LIMPIEZA SOCIO CULTURAL MES DE OCTUBRE 2016	EQUIPAMIENTOS INSTALACIONES	FERROSER SERVICIOS AUXILIARES S.A.
04/05/16	427517.97	ABONO FACTURA FERROSER SERVICIOS AUXILIARES S.A. CERTIFICACION DICIEMBRE 2015 LIMIEZA SOCIO CULTURAL AYUNTAMIENTO	EQUIPAMIENTOS INSTALACIONES	FERROSER SERVICIOS AUXILIARES S.A.
24/02/16	418628.5	SEGURO DAÑOS MATERIALES PÓLIZA Nº  83301945 AÑO 2016	UNIDAD DE INVENTARIO Y GESTIÓN PATRIMONIAL	ZURICH INSURANCE PLC
02/06/16	418287.45	CERTIFICACION Nº 2 CONSERVACION Y MANTENIMENTO ALUMBRADO PUBLICO (CUOTA FIJA)	SERVICIO TÉCNICO DE INFRAESTRUCTURAS	UTE ALUMBRADO ZARAGOZA
07/06/16	410923.52	REVISIÓN PRECIOS PENDIENTE DE PPD Y PPU. AGOSTO 2014 - JULIO 2015.	SERVICIO DE MOVILIDAD URBANA	SDAD-ECONOMIA-MIXTA-TRANV-ZGZ-SA
23/06/16	406583.64	RO PRESTACIONES DOMICILIARIAS ZONA II	S. SOCIALES COMUNITARIOS	CLECE-SA
08/04/16	405645.64	SUMINISTROS ELECTRICIDAD	EQUIPAMIENTOS INSTALACIONES	GAS-NATURAL-COMERCIALIZADORA-SA
